,uuid,city,visual_complexity
243,74ef3988-8246-4655-8016-420d121ef7bc,Amsterdam,1.954791495565071
244,4dc319ad-4d09-4528-a7f4-a731c7f71e65,Amsterdam,1.9079860462076685
245,c8b4cf81-06fd-42fe-a5c6-5a4ddafd2ddb,Amsterdam,1.710355561360821
246,001d7a43-892a-4e83-9919-24ac8d8194a6,Amsterdam,1.5526525723820883
247,3f133680-6632-428e-ad53-c2e5e2c61cfe,Amsterdam,1.5740523017815566
248,1650b3ef-faaf-413a-9446-523471ed6370,Amsterdam,1.2855238659249988
249,8190c36a-7db2-4f9b-8a70-5ba855200c32,Amsterdam,1.8760821343921745
250,49626bf7-8593-4704-b4ae-69e14afb61de,Amsterdam,1.9085007448778166
251,5c9479c7-e0a4-402c-bac1-0e93a73d0fca,Amsterdam,1.8126121700532758
252,ada64e55-e00b-446b-a4cf-3c8699fa53d2,Amsterdam,1.4812851140179812
253,aab36502-d582-45ed-80e2-93387905ee06,Amsterdam,1.3329066106991165
254,37fdd334-2b19-4c20-9e09-2ca0bb2967ac,Amsterdam,1.440229042937917
255,9b67dad6-719b-470f-a9dd-4f320a663ebb,Amsterdam,1.309751242719298
256,86d956b7-7511-4610-96dc-8593bda4b515,Amsterdam,1.2038274801442754
257,513c7bb7-8575-4eb0-84c0-731411552558,Amsterdam,1.812897766319082
258,7157506d-e11c-46ad-845f-35e8744863b6,Amsterdam,1.4071578943091436
259,1d6b58d5-aadb-4643-871f-c601875fb6d2,Amsterdam,1.70428372340636
260,33161b76-0fd2-4eb5-bced-ee319bdd199c,Amsterdam,1.9526630247540468
261,17e3da97-0f14-4363-aec2-0443fc0ce06e,Amsterdam,0.945017681415542
262,9b00bc4f-375a-48e9-8cae-c83a45cbca14,Amsterdam,1.762818137977863
263,f081ead6-0d8e-4148-9451-4044ba8c316f,Amsterdam,1.8435181976812909
264,90e6d641-7ab8-4dc8-b1d4-fd7a766ea092,Amsterdam,1.5218268398607837
265,736ce8ea-5af1-407f-aa0c-b0a82b928608,Amsterdam,1.6217681790438525
266,0483a510-8345-4a5c-8fc9-b86192723475,Amsterdam,1.8111489460298094
267,793bad57-fe5f-4763-b6cc-6c57de8ce193,Amsterdam,1.1609467619393696
268,f53a88ff-601d-4f94-b0bc-29b3ee2cee03,Amsterdam,1.2369998321055689
269,3c49d7b9-0dcf-4a90-b238-6b58501e064b,Amsterdam,1.5991243026183009
270,35f17330-0232-4f15-95c0-c5b7ee9ec9b7,Amsterdam,1.262661811935797
271,307554fd-365f-4295-921d-cd228c7dd28b,Amsterdam,1.588798801113879
272,0701d5db-387a-478d-88c3-0beafb00a53a,Amsterdam,1.472210825205363
273,7109e952-be0b-47c0-acc4-2d0089a8b295,Amsterdam,1.6413396376463936
274,b303ccfd-6f9b-408c-a3db-1edeebed367d,Amsterdam,1.6559577698476406
275,2ee777b8-3d0c-4ab3-9d59-2768092909f4,Amsterdam,1.6976062968668726
276,8b97fb5c-7922-4cb0-8ca8-ad2898fbebe5,Amsterdam,1.7563659307252082
277,a2623d0e-eef0-4d14-b0b7-1f624427a5bc,Amsterdam,1.470234357077955
278,a772ed52-bd75-409f-9d8f-64c3d29d933e,Amsterdam,1.375205694162399
279,489774de-d47e-4160-8331-5509b071d4da,Amsterdam,1.6724455587270066
280,00b69e16-26b9-49c5-8c2d-f39b92652a60,Amsterdam,1.968870748293303
281,beca09a6-be55-4bd6-ac2b-1596831d4828,Amsterdam,1.8679944554098142
282,18f9dd48-9c27-4d72-ad89-678233c12b1a,Amsterdam,1.3267558581849817
283,4d25e239-5cd4-4fce-a389-899ba8a44c60,Amsterdam,1.9253399252861847
284,db8c9fd2-c686-4f41-9294-b1f1f7156f4b,Amsterdam,1.8676549645336789
285,9e2d284a-28d4-4ba7-8e34-9cc09e1de6cc,Amsterdam,1.6010330050568085
286,f1ceebb6-f9a9-4c42-a06e-52b5c3726bf4,Amsterdam,2.0254718404644523
287,3dcb4f8c-605f-4d46-a65d-09d6b02ecbfd,Amsterdam,1.5437829426213168
288,2a6b7e51-7514-482f-a2ed-53a02e9af8d2,Amsterdam,1.9973808659897465
289,b283b595-ffa8-401c-88f9-5f53a1e611ec,Amsterdam,2.0477820962783833
290,151f0399-478e-4596-afa3-633f2b280ed1,Amsterdam,1.5826333477374703
291,9a98aedb-240a-48bf-9c0c-94d784b70e8b,Amsterdam,2.0785409860625936
292,e3bfb845-ae2d-44d4-b804-75ac53378bcd,Amsterdam,1.8395592588401692
293,aed3f552-b132-4aca-9724-fd58eec9b30f,Amsterdam,1.8038082071694164
294,21423abd-c0ff-448b-a3ff-8e712ff28e73,Amsterdam,1.6465100660751728
295,09788f63-e5ee-41e6-b5ad-2bf35e23f320,Amsterdam,1.6167077031994996
296,8dac4891-ee9e-45ac-97cf-6f98df6bda76,Amsterdam,1.9512069304306738
297,6ea0eb21-f37b-4918-89c2-b48e4945543f,Amsterdam,1.4237351321546088
298,a0e381be-f6ea-490f-9f53-9cfc67886124,Amsterdam,1.6940987851827511
299,d29ad253-8e73-4a05-8ab1-b01d03ff57cd,Amsterdam,1.86009470245047
300,cb08a298-4f7d-4d1f-9531-ad69ca94b903,Amsterdam,1.9413809723607582
301,97e47870-55bb-4381-86e8-ec678e8528dd,Amsterdam,1.6843119388302623
302,a3149fec-59ab-42c3-8561-04f016228e00,Amsterdam,2.088198552422794
303,700001b0-2506-4326-9800-41c559958844,Amsterdam,1.7109886132397891
304,4540b0e1-e2c9-4056-89a2-c42fc806606a,Amsterdam,1.8173715820161354
305,51ae80f7-b1b4-4077-aebc-2f8d4958d3cc,Amsterdam,1.3654077778447258
306,9ebb0263-8726-4be7-a873-cba03e0b5d26,Amsterdam,1.9315076758060525
307,42639d0e-f016-4094-a1d3-b3ba148836df,Amsterdam,1.9375286650720644
308,d49c2e42-9073-4f2f-af65-63db18eaa708,Amsterdam,1.7710287676166483
